Ticker,Nome,Preço,MFI,MFI Anterior,Status,Zona,Trend,Signal,OB Cross,OS Cross,Volume Médio,Setor
DXCO3.SA,DEXCO       ON      NM,4.46,0.0,30.24,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,3596695,Basic Materials
MYPK3.SA,"IOCHP,MAXIONON      NM",8.87,0.0,22.86,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,1468090,Consumer Cyclical
AERI3.SA,AERIS       ON      NM,2.52,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,37885,Industrials
SYNE3.SA,SYN PROP TECON      NM,4.52,0.0,33.63,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,379890,Real Estate
VIVR3.SA,VIVER       ON      NM,0.4,0.0,25.36,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,295940,Real Estate
SBFG3.SA,GRUPO SBF   ON      NM,11.0,0.0,25.13,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,2636420,Consumer Cyclical
SOJA3.SA,BOA SAFRA   ON      NM,8.15,0.0,19.74,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,1032845,Basic Materials
PTBL3.SA,PORTOBELLO  ON      NM,3.02,0.0,37.23,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,245280,Industrials
LJQQ3.SA,"QUERO,QUERO ON      NM",1.83,0.0,21.79,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,5267800,Consumer Cyclical
AMBP3.SA,AMBIPAR     ON      NM,0.2,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,7984275,Industrials
ROMI3.SA,ROMI        ON      NM,7.16,0.0,27.11,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,261465,Industrials
PCAR3.SA,"P.ACUCAR,CBDON      NM",1.97,0.0,23.7,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,17321430,Consumer Cyclical
TSLA34.SA,TESLA INC   DRN,61.15,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,1102300,Consumer Cyclical
HBRE3.SA,HBR REALTY  ON      NM,2.77,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,966035,Real Estate
AMAR3.SA,LOJAS MARISAON      NM,0.83,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,173650,Consumer Cyclical
PMAM3.SA,PARANAPANEMAON      NM,0.51,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,2244700,Basic Materials
MSBR34.SA,MORGAN STAN DRN,170.84,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,1159,Financial Services
WFCO34.SA,WELLS FARGO DRN,102.31,0.0,19.08,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,2434,Financial Services
AXPB34.SA,AMERICAN EXPDRN,155.0,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,2516,Financial Services
BLAK34.SA,BLACKROCK   DRN ED,76.82,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,5761,Financial Services
LILY34.SA,LILLY       DRN,160.11,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,17971,Healthcare
DISB34.SA,WALT DISNEY DRN,35.06,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,37649,Communication Services
BABA34.SA,ALIBABAGR   DRN,23.25,0.0,27.98,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,True,345468,Consumer Cyclical
BIDU34.SA,BAIDU INC   DRN,43.23,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,15573,Communication Services
PAGS34.SA,PAGSEGURO   DRN,9.81,0.0,18.47,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,196412,Technology
ROXO34.SA,NU HOLDINGS DRN,12.32,0.0,19.25,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,10257200,Financial Services
MELI34.SA,MERCADOLIBREDRN,72.32,0.0,14.78,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,1798562,Consumer Cyclical
TMOS34.SA,THERMFISCHERDRN ED,50.03,0.0,0.0,🟢 Sobrevenda,🟠 Tendência de Baixa,BAIXA,ENTRADA,False,False,3577,Healthcare
